station/location,date,daytemp,rain_in_mm,sunshine_in_minutes,airpress
LUZ,2022-12-31,8.2,0.0,172,967.9
LUZ,2023-01-01,6.9,0.0,363,969.8
LUZ,2023-01-02,6.9,1.8,66,970.2
LUZ,2023-01-03,7.1,3.9,0,976.4
LUZ,2023-01-04,6.4,1.1,6,976.1
LUZ,2023-01-05,7.4,0.0,1,972.8
LUZ,2023-01-06,5.6,0.0,58,970.9
LUZ,2023-01-07,5.2,0.0,273,964.6
LUZ,2023-01-08,5.0,17.8,2,955.3
LUZ,2023-01-09,5.9,1.5,178,955.9
LUZ,2023-01-10,4.8,0.0,232,969.5
LUZ,2023-01-11,4.8,4.3,4,967.9
LUZ,2023-01-12,4.9,0.0,3,968.6
LUZ,2023-01-13,6.6,1.2,55,966.2
LUZ,2023-01-14,5.5,0.7,54,964.6
LUZ,2023-01-15,4.0,7.9,0,957.8
LUZ,2023-01-16,1.2,1.9,9,942.6
LUZ,2023-01-17,0.7,0.6,0,935.1
LUZ,2023-01-18,-0.1,5.0,0,944.2
LUZ,2023-01-19,-4.1,0.0,436,955.8
LUZ,2023-01-20,-5.4,0.0,74,963.1
LUZ,2023-01-21,-3.9,0.1,12,967.7
LUZ,2023-01-22,-1.2,0.0,6,970.3
LUZ,2023-01-23,-1.0,0.0,0,972.2
LUZ,2023-01-24,-0.7,0.0,99,976.4
LUZ,2023-01-25,0.6,0.0,0,973.3
LUZ,2023-01-26,-0.1,0.0,0,965.5
LUZ,2023-01-27,-0.2,0.0,0,964.6
LUZ,2023-01-28,0.2,0.0,0,968.8
LUZ,2023-01-29,-0.2,0.0,0,972.7
LUZ,2023-01-30,0.0,0.0,291,972.5
LUZ,2023-01-31,3.0,0.0,336,974.4
LUZ,2023-02-01,3.9,0.0,167,973.6
LUZ,2023-02-02,6.0,0.0,0,976.5
LUZ,2023-02-03,5.3,2.8,314,979.3
LUZ,2023-02-04,4.9,2.9,0,980.5
LUZ,2023-02-05,3.2,8.2,40,980.8
LUZ,2023-02-06,2.0,0.0,0,979.4
LUZ,2023-02-07,-0.2,0.0,503,979.2
LUZ,2023-02-08,-1.6,0.0,0,978.5
LUZ,2023-02-09,-1.1,0.0,517,979.1
LUZ,2023-02-10,-0.3,0.0,521,983.3
LUZ,2023-02-11,0.5,0.0,363,982.1
LUZ,2023-02-12,1.5,0.0,530,981.3
LUZ,2023-02-13,0.9,0.0,222,982.4
LUZ,2023-02-14,0.2,0.0,238,980.2
LUZ,2023-02-15,1.3,0.0,341,975.8
LUZ,2023-02-16,5.1,0.0,495,975.2
LUZ,2023-02-17,7.9,0.0,28,975.6
LUZ,2023-02-18,7.8,0.0,527,974
LUZ,2023-02-19,7.9,0.0,207,973.6
LUZ,2023-02-20,7.7,0.0,550,973.3
LUZ,2023-02-21,6.7,0.0,557,966.4
LUZ,2023-02-22,8.2,3.2,427,961.8
LUZ,2023-02-23,9.1,0.0,231,960.4
LUZ,2023-02-24,8.7,6.4,438,954.8
LUZ,2023-02-25,4.9,1.0,0,954.1
LUZ,2023-02-26,0.1,0.0,11,957.8
LUZ,2023-02-27,0.2,0.0,0,963.5
LUZ,2023-02-28,0.0,0.0,0,967.6
LUZ,2023-03-01,1.1,0.0,0,964.9
LUZ,2023-03-02,2.4,0.0,307,963.6
LUZ,2023-03-03,2.5,0.0,0,966.4
LUZ,2023-03-04,5.0,0.0,459,967.1
LUZ,2023-03-05,2.6,0.0,0,961.5
LUZ,2023-03-06,2.5,0.0,14,954.6
LUZ,2023-03-07,4.3,0.0,247,951.4
LUZ,2023-03-08,7.2,6.1,1,948.4
LUZ,2023-03-09,12.0,0.3,414,950.1
LUZ,2023-03-10,8.4,16.7,109,948.5
LUZ,2023-03-11,1.1,12.9,0,956.9
LUZ,2023-03-12,5.0,3.5,185,962.5
LUZ,2023-03-13,10.3,22.7,519,955.4
LUZ,2023-03-14,7.2,10.0,14,953.7
LUZ,2023-03-15,4.7,0.0,548,965.1
LUZ,2023-03-16,5.1,0.0,605,964.1
LUZ,2023-03-17,8.6,0.0,530,960.3
LUZ,2023-03-18,11.1,0.0,469,960.9
LUZ,2023-03-19,10.2,10.5,124,964.5
LUZ,2023-03-20,9.4,0.0,155,967.5
LUZ,2023-03-21,9.6,0.0,387,964.4
LUZ,2023-03-22,11.7,0.0,649,961.3
LUZ,2023-03-23,13.0,0.0,14,959.5
LUZ,2023-03-24,11.1,11.0,0,958.9
LUZ,2023-03-25,8.3,1.2,121,962.3
LUZ,2023-03-26,7.1,13.3,89,955.8
LUZ,2023-03-27,4.3,5.6,44,965.6
LUZ,2023-03-28,5.4,0.0,466,971.7
LUZ,2023-03-29,11.3,0.3,67,966.8
LUZ,2023-03-30,12.8,3.0,191,962.5
LUZ,2023-03-31,11.0,7.0,158,955.3
LUZ,2023-04-01,9.8,0.2,91,955.7
LUZ,2023-04-02,8.5,8.8,297,962.5
LUZ,2023-04-03,4.8,0.0,0,967.8
LUZ,2023-04-04,3.2,0.0,190,967.1
LUZ,2023-04-05,4.2,0.0,716,966
LUZ,2023-04-06,7.0,0.0,505,965.5
LUZ,2023-04-07,5.9,3.2,24,964
LUZ,2023-04-08,7.3,0.3,124,967.9
LUZ,2023-04-09,8.0,0.0,425,968.6
LUZ,2023-04-10,10.4,0.8,490,966.8
LUZ,2023-04-11,9.5,11.0,0,963.9
LUZ,2023-04-12,10.6,3.8,111,954.2
LUZ,2023-04-13,6.1,6.5,163,956.2
LUZ,2023-04-14,7.3,0.2,589,955.9
LUZ,2023-04-15,6.8,22.5,0,958
LUZ,2023-04-16,6.7,13.4,0,966.9
LUZ,2023-04-17,9.3,0.5,219,965.9
LUZ,2023-04-18,11.1,0.0,178,964.8
LUZ,2023-04-19,9.8,0.0,0,964.4
LUZ,2023-04-20,5.1,4.3,0,959.2
LUZ,2023-04-21,7.6,0.0,62,958.8
LUZ,2023-04-22,11.8,2.2,363,958.8
LUZ,2023-04-23,12.2,11.4,197,957.5
LUZ,2023-04-24,11.4,0.8,218,958.8
LUZ,2023-04-25,8.6,3.8,107,961
LUZ,2023-04-26,9.9,0.0,459,963.5
LUZ,2023-04-27,13.3,2.3,595,964
LUZ,2023-04-28,13.2,22.6,10,962.8
LUZ,2023-04-29,14.7,2.8,240,963
LUZ,2023-04-30,12.8,6.5,0,963.5
LUZ,2023-05-01,11.3,6.6,1,963.6
LUZ,2023-05-02,11.3,1.8,188,968.4
LUZ,2023-05-03,12.3,0.0,215,968.3
LUZ,2023-05-04,15.4,0.0,760,965.9
LUZ,2023-05-05,16.2,24.4,456,965.2
LUZ,2023-05-06,16.0,0.5,369,963.7
LUZ,2023-05-07,13.9,22.4,97,964.6
LUZ,2023-05-08,14.3,9.8,107,967.9
LUZ,2023-05-09,14.9,22.8,218,962.1
LUZ,2023-05-10,11.8,10.3,55,962.2
LUZ,2023-05-11,10.8,9.7,59,961.7
LUZ,2023-05-12,12.7,4.4,84,960.3
LUZ,2023-05-13,11.8,11.6,0,962.9
LUZ,2023-05-14,11.2,18.4,23,961.8
LUZ,2023-05-15,12.1,2.6,208,960.9
LUZ,2023-05-16,10.5,18.0,0,962
LUZ,2023-05-17,9.6,0.0,1,967.4
LUZ,2023-05-18,10.0,0.0,0,967
LUZ,2023-05-19,11.2,0.0,0,965.5
LUZ,2023-05-20,12.7,0.0,14,961.6
LUZ,2023-05-21,16.6,0.0,445,959.5
LUZ,2023-05-22,18.8,5.9,675,961.4
LUZ,2023-05-23,17.3,0.4,262,963.7
LUZ,2023-05-24,12.7,2.2,0,965.2
LUZ,2023-05-25,13.2,0.0,1,967.2
LUZ,2023-05-26,17.8,0.0,480,968.8
LUZ,2023-05-27,18.2,0.0,762,966.2
LUZ,2023-05-28,18.4,0.0,815,962.9
LUZ,2023-05-29,18.8,0.0,829,963
LUZ,2023-05-30,18.7,0.0,706,964.5
LUZ,2023-05-31,18.3,0.0,735,963.8
LUZ,2023-06-01,19.3,0.1,774,963.4
LUZ,2023-06-02,20.6,0.0,814,961.3
LUZ,2023-06-03,19.2,0.0,623,962
LUZ,2023-06-04,18.4,0.0,445,963.2
LUZ,2023-06-05,18.7,0.0,721,962.9
LUZ,2023-06-06,19.1,0.0,752,963.4
LUZ,2023-06-07,19.5,0.0,719,962.9
LUZ,2023-06-08,18.4,1.5,513,961.1
LUZ,2023-06-09,20.6,0.0,739,959
LUZ,2023-06-10,21.5,0.0,497,960.1
LUZ,2023-06-11,21.3,0.0,685,961.1
LUZ,2023-06-12,21.3,0.0,836,959.9
LUZ,2023-06-13,20.3,0.0,779,957.4
LUZ,2023-06-14,20.0,0.0,862,959.8
LUZ,2023-06-15,19.9,0.0,603,963.6
LUZ,2023-06-16,20.4,0.0,467,964.7
LUZ,2023-06-17,21.3,0.0,784,963.1
LUZ,2023-06-18,22.2,7.1,612,961.4
LUZ,2023-06-19,21.9,6.6,534,962.5
LUZ,2023-06-20,23.3,0.2,625,961.9
LUZ,2023-06-21,23.2,0.0,364,965.2
LUZ,2023-06-22,21.1,16.7,194,964.3
LUZ,2023-06-23,19.6,0.0,398,971.2
LUZ,2023-06-24,20.8,0.0,874,969.9
LUZ,2023-06-25,22.2,0.0,885,965.4
LUZ,2023-06-26,24.0,0.0,539,965.9
LUZ,2023-06-27,20.9,0.0,431,967.1
LUZ,2023-06-28,19.6,0.0,465,965.4
LUZ,2023-06-29,20.4,2.0,448,962.6
LUZ,2023-06-30,17.2,7.5,2,961.5
LUZ,2023-07-01,18.3,0.7,211,960.2
LUZ,2023-07-02,19.1,0.0,58,962.1
LUZ,2023-07-03,20.5,0.4,119,963.3
LUZ,2023-07-04,21.0,0.8,350,963
LUZ,2023-07-05,18.6,2.7,240,964.2
LUZ,2023-07-06,19.1,0.0,622,965.4
LUZ,2023-07-07,22.7,0.0,768,965.8
LUZ,2023-07-08,23.8,0.1,433,967.4
LUZ,2023-07-09,25.6,0.0,670,968
LUZ,2023-07-10,25.4,0.0,547,968.8
LUZ,2023-07-11,26.4,10.4,770,963.6
LUZ,2023-07-12,20.2,52.2,110,963.3
LUZ,2023-07-13,18.7,4.9,197,966.6
LUZ,2023-07-14,21.2,0.0,860,963.2
LUZ,2023-07-15,25.1,7.8,651,959.7
LUZ,2023-07-16,20.1,0.3,90,965.8
LUZ,2023-07-17,21.8,0.0,239,968.4
LUZ,2023-07-18,21.9,2.6,555,965.7
LUZ,2023-07-19,24.3,0.0,388,962.7
LUZ,2023-07-20,21.8,2.6,525,961.9
LUZ,2023-07-21,18.2,5.7,126,961.2
LUZ,2023-07-22,19.2,0.0,401,964.3
LUZ,2023-07-23,21.6,2.9,719,961.8
LUZ,2023-07-24,20.1,26.6,142,957.1
LUZ,2023-07-25,17.1,12.3,238,956.6
LUZ,2023-07-26,13.6,4.4,70,964.4
LUZ,2023-07-27,17.4,0.0,411,961.1
LUZ,2023-07-28,20.6,3.7,347,960.3
LUZ,2023-07-29,19.8,5.3,299,961.4
LUZ,2023-07-30,19.8,1.0,352,964.5
LUZ,2023-07-31,19.4,0.7,612,962.6
LUZ,2023-08-01,18.0,9.6,30,956.6
LUZ,2023-08-02,20.6,5.4,431,952.2
LUZ,2023-08-03,20.5,0.0,386,956.5
LUZ,2023-08-04,16.3,9.8,121,961.2
LUZ,2023-08-05,16.3,0.6,175,962
LUZ,2023-08-06,14.9,4.6,227,962.4
LUZ,2023-08-07,13.4,1.9,159,967.9
LUZ,2023-08-08,15.6,0.0,345,966.2
LUZ,2023-08-09,18.1,0.0,32,966.3
LUZ,2023-08-10,20.3,0.0,734,967.8
LUZ,2023-08-11,22.6,0.0,791,968.9
LUZ,2023-08-12,22.5,0.4,359,967.4
LUZ,2023-08-13,22.1,5.3,597,965.8
LUZ,2023-08-14,24.6,0.0,620,963.9
LUZ,2023-08-15,24.1,0.0,506,965.3
LUZ,2023-08-16,23.8,0.0,734,965.4
LUZ,2023-08-17,21.0,2.5,213,965.1
LUZ,2023-08-18,22.6,0.0,755,964
LUZ,2023-08-19,24.7,0.0,673,965.8
LUZ,2023-08-20,25.2,0.0,704,968.5
LUZ,2023-08-21,26.0,0.0,744,969
LUZ,2023-08-22,26.4,0.0,739,967.3
LUZ,2023-08-23,26.3,0.0,735,966.5
LUZ,2023-08-24,25.7,0.3,519,963.3
LUZ,2023-08-25,23.8,0.1,362,961.5
LUZ,2023-08-26,19.1,23.1,30,961.2
LUZ,2023-08-27,15.8,28.5,1,960.1
LUZ,2023-08-28,12.8,36.6,0,958.3
LUZ,2023-08-29,12.2,3.1,0,959.5
LUZ,2023-08-30,14.7,0.1,236,958.6
LUZ,2023-08-31,15.7,0.0,101,962.9
LUZ,2023-09-01,18.8,0.0,641,964.6
LUZ,2023-09-02,19.8,0.0,725,967.7
LUZ,2023-09-03,20.2,0.0,581,972.1
LUZ,2023-09-04,20.4,0.0,728,969.9
LUZ,2023-09-05,20.4,0.0,726,967.2
LUZ,2023-09-06,20.8,0.0,724,966.8
LUZ,2023-09-07,22.3,0.0,721,966.3
LUZ,2023-09-08,23.0,0.0,618,965.9
LUZ,2023-09-09,22.9,0.0,603,965.7
LUZ,2023-09-10,23.0,0.0,707,965.8
LUZ,2023-09-11,22.7,0.0,716,962.9
LUZ,2023-09-12,21.2,2.9,379,962
LUZ,2023-09-13,17.9,13.6,6,965.8
LUZ,2023-09-14,17.7,0.0,7,967.4
LUZ,2023-09-15,18.9,0.0,329,964.2
LUZ,2023-09-16,19.7,0.0,371,962.6
LUZ,2023-09-17,20.8,0.0,541,962.2
LUZ,2023-09-18,18.0,4.3,10,961.1
LUZ,2023-09-19,17.5,0.4,266,964.7
LUZ,2023-09-20,18.0,0.0,645,960.5
LUZ,2023-09-21,18.7,24.0,272,952.3
LUZ,2023-09-22,14.4,4.7,18,955.6
LUZ,2023-09-23,12.6,3.4,106,966.2
LUZ,2023-09-24,12.5,0.0,379,971.1
LUZ,2023-09-25,12.9,0.0,654,970.2
LUZ,2023-09-26,14.4,0.0,660,969.4
LUZ,2023-09-27,15.2,0.0,643,967.9
LUZ,2023-09-28,16.8,0.0,576,967.5
LUZ,2023-09-29,18.1,0.0,464,970
LUZ,2023-09-30,18.2,0.0,245,972.8
LUZ,2023-10-01,16.0,0.0,583,972.8
LUZ,2023-10-02,16.3,0.0,630,970.6
LUZ,2023-10-03,17.7,1.7,450,970.2
LUZ,2023-10-04,15.2,0.0,343,974.6
LUZ,2023-10-05,13.8,0.0,411,973.4
LUZ,2023-10-06,13.8,0.0,510,973.5
LUZ,2023-10-07,14.1,0.0,568,974.2
LUZ,2023-10-08,15.8,0.0,591,973.8
LUZ,2023-10-09,17.0,0.0,517,971.4
LUZ,2023-10-10,16.1,0.0,448,970
LUZ,2023-10-11,16.0,0.0,599,968.2
LUZ,2023-10-12,15.9,0.0,458,967.4
LUZ,2023-10-13,15.9,0.0,588,964.2
LUZ,2023-10-14,14.6,16.2,131,963.8
LUZ,2023-10-15,9.4,0.3,32,968.3
LUZ,2023-10-16,7.7,0.0,250,965.3
LUZ,2023-10-17,8.4,0.0,344,962.4
LUZ,2023-10-18,10.2,0.0,95,954.6
LUZ,2023-10-19,14.4,0.0,265,944
LUZ,2023-10-20,13.4,3.6,0,934.2
LUZ,2023-10-21,11.7,7.4,0,949.9
LUZ,2023-10-22,10.8,0.0,210,959.6
LUZ,2023-10-23,11.6,0.0,206,957.6
LUZ,2023-10-24,11.2,9.7,0,954.6
LUZ,2023-10-25,11.4,4.1,160,950.5
LUZ,2023-10-26,12.0,13.4,26,946.7
LUZ,2023-10-27,11.6,2.8,295,947.6
LUZ,2023-10-28,9.5,0.0,448,952.5
LUZ,2023-10-29,10.5,0.0,298,951.9
LUZ,2023-10-30,10.0,9.1,31,951.1
LUZ,2023-10-31,9.8,0.0,10,956.9
LUZ,2023-11-01,7.4,0.0,153,956
LUZ,2023-11-02,7.7,8.9,0,940.9
LUZ,2023-11-03,6.3,1.0,126,941.2
LUZ,2023-11-04,5.8,15.8,108,939.3
LUZ,2023-11-05,10.0,0.1,119,940.9
LUZ,2023-11-06,8.6,0.9,321,957.8
LUZ,2023-11-07,7.0,0.8,207,964.2
LUZ,2023-11-08,4.9,0.0,491,965.7
LUZ,2023-11-09,5.0,2.0,7,958.2
LUZ,2023-11-10,6.4,2.2,110,953.1
LUZ,2023-11-11,5.7,4.0,62,957.3
LUZ,2023-11-12,5.4,11.4,0,957
LUZ,2023-11-13,11.0,22.3,0,961
LUZ,2023-11-14,11.0,50.2,0,961.7
LUZ,2023-11-15,8.6,0.1,200,968.3
LUZ,2023-11-16,7.2,1.5,15,960.9
LUZ,2023-11-17,7.2,3.2,1,968.3
LUZ,2023-11-18,5.0,13.0,48,971.5
LUZ,2023-11-19,9.6,2.9,60,966
LUZ,2023-11-20,9.1,1.5,18,962.6
LUZ,2023-11-21,7.0,16.6,0,961.7
LUZ,2023-11-22,4.9,1.2,0,970.5
LUZ,2023-11-23,3.4,0.0,194,972.4
LUZ,2023-11-24,5.0,3.8,103,961
LUZ,2023-11-25,2.7,0.3,38,961.3
LUZ,2023-11-26,2.7,0.0,55,964.1
LUZ,2023-11-27,2.7,6.4,5,953.1
LUZ,2023-11-28,3.6,2.9,9,949.9
LUZ,2023-11-29,1.0,0.6,362,954.4
LUZ,2023-11-30,1.3,32.8,0,947.7
LUZ,2023-12-01,2.5,32.5,0,947.2
LUZ,2023-12-02,-0.6,6.3,0,956.8
LUZ,2023-12-03,-3.8,0.0,397,968.5
LUZ,2023-12-04,-2.3,0.0,11,959.4
LUZ,2023-12-05,1.8,0.1,87,957.5
LUZ,2023-12-06,2.9,0.6,14,963.3
LUZ,2023-12-07,0.4,0.0,0,964.5
LUZ,2023-12-08,2.9,5.9,0,960.2
LUZ,2023-12-09,5.1,16.5,56,959.3
LUZ,2023-12-10,7.6,0.5,0,962.4
LUZ,2023-12-11,7.6,39.1,0,958.9
LUZ,2023-12-12,8.8,10.0,0,956.4
LUZ,2023-12-13,6.8,11.9,48,950.9
LUZ,2023-12-14,5.9,1.2,0,964.8
LUZ,2023-12-15,4.1,0.0,56,981.6
LUZ,2023-12-16,0.9,0.0,0,986.6
LUZ,2023-12-17,1.4,0.0,0,985.5
LUZ,2023-12-18,0.2,0.0,55,982
LUZ,2023-12-19,1.8,3.9,308,973.4
LUZ,2023-12-20,4.0,2.8,3,968
LUZ,2023-12-21,6.8,2.2,0,959.8
LUZ,2023-12-22,8.7,0.0,0,960.4
LUZ,2023-12-23,8.3,0.0,90,966.1
LUZ,2023-12-24,4.2,1.7,165,966.9
LUZ,2023-12-25,5.8,0.0,325,965.1
LUZ,2023-12-26,2.9,0.0,202,967.9
LUZ,2023-12-27,2.0,0.0,362,968.5
LUZ,2023-12-28,2.8,0.0,0,968.4
LUZ,2023-12-29,6.3,0.0,14,966.3
LUZ,2023-12-30,4.9,0.0,381,964.9
LUZ,2023-12-31,3.0,2.9,50,957.6
