station/location,date,sunshine_min,daytemp_avg
LUZ,2021-01-01,0,1.7
LUZ,2021-01-02,0,1.5
LUZ,2021-01-03,0,0.5
LUZ,2021-01-04,0,0.1
LUZ,2021-01-05,0,-0.2
LUZ,2021-01-06,0,-0.3
LUZ,2021-01-07,284,0.3
LUZ,2021-01-08,280,-0.1
LUZ,2021-01-09,214,-2.4
LUZ,2021-01-10,76,-1.7
LUZ,2021-01-11,218,-2.7
LUZ,2021-01-12,0,-0.4
LUZ,2021-01-13,0,3.3
LUZ,2021-01-14,0,3.1
LUZ,2021-01-15,0,-1.0
LUZ,2021-01-16,0,-3.4
LUZ,2021-01-17,0,0.5
LUZ,2021-01-18,0,0.8
LUZ,2021-01-19,293,-1.4
LUZ,2021-01-20,106,-0.2
LUZ,2021-01-21,73,3.7
LUZ,2021-01-22,221,5.8
LUZ,2021-01-23,72,2.6
LUZ,2021-01-24,405,1.6
LUZ,2021-01-25,61,0.7
LUZ,2021-01-26,100,0.3
LUZ,2021-01-27,0,-0.8
LUZ,2021-01-28,3,5.8
LUZ,2021-01-29,116,8.2
LUZ,2021-01-30,0,5.3
LUZ,2021-01-31,17,5.7
LUZ,2021-02-01,0,5.8
LUZ,2021-02-02,0,6.8
LUZ,2021-02-03,7,8.5
LUZ,2021-02-04,68,6.1
LUZ,2021-02-05,288,6.1
LUZ,2021-02-06,0,5.1
LUZ,2021-02-07,0,4.3
LUZ,2021-02-08,338,2.9
LUZ,2021-02-09,0,0.7
LUZ,2021-02-10,0,0.3
LUZ,2021-02-11,0,-5.5
LUZ,2021-02-12,0,-6.0
LUZ,2021-02-13,0,-6.3
LUZ,2021-02-14,298,-5.6
LUZ,2021-02-15,47,-1.2
LUZ,2021-02-16,224,4.0
LUZ,2021-02-17,316,5.9
LUZ,2021-02-18,292,4.0
LUZ,2021-02-19,376,6.9
LUZ,2021-02-20,559,6.0
LUZ,2021-02-21,567,5.8
LUZ,2021-02-22,286,5.8
LUZ,2021-02-23,501,7.1
LUZ,2021-02-24,516,8.0
LUZ,2021-02-25,576,7.9
LUZ,2021-02-26,344,9.2
LUZ,2021-02-27,0,6.0
LUZ,2021-02-28,66,3.1
LUZ,2021-03-01,318,2.6
LUZ,2021-03-02,599,4.9
LUZ,2021-03-03,0,5.0
LUZ,2021-03-04,94,7.9
LUZ,2021-03-05,0,4.9
LUZ,2021-03-06,0,2.5
LUZ,2021-03-07,90,4.0
LUZ,2021-03-08,144,5.6
LUZ,2021-03-09,88,3.3
LUZ,2021-03-10,563,5.9
LUZ,2021-03-11,122,10.4
LUZ,2021-03-12,401,8.3
LUZ,2021-03-13,425,8.7
LUZ,2021-03-14,76,4.1
LUZ,2021-03-15,17,3.4
LUZ,2021-03-16,4,3.3
LUZ,2021-03-17,11,1.7
LUZ,2021-03-18,209,1.5
LUZ,2021-03-19,518,1.7
LUZ,2021-03-20,175,0.8
LUZ,2021-03-21,38,2.0
LUZ,2021-03-22,7,3.4
LUZ,2021-03-23,551,3.9
LUZ,2021-03-24,689,6.3
LUZ,2021-03-25,593,8.5
LUZ,2021-03-26,573,9.8
LUZ,2021-03-27,261,8.7
LUZ,2021-03-28,698,7.9
LUZ,2021-03-29,700,10.6
LUZ,2021-03-30,707,11.8
LUZ,2021-03-31,699,13.6
LUZ,2021-04-01,700,14.6
LUZ,2021-04-02,465,13.4
LUZ,2021-04-03,2,6.9
LUZ,2021-04-04,722,6.9
LUZ,2021-04-05,388,7.8
LUZ,2021-04-06,318,0.1
LUZ,2021-04-07,186,1.7
LUZ,2021-04-08,730,4.3
LUZ,2021-04-09,618,8.7
LUZ,2021-04-10,341,11.0
LUZ,2021-04-11,375,11.8
LUZ,2021-04-12,0,3.2
LUZ,2021-04-13,290,3.2
LUZ,2021-04-14,339,3.9
LUZ,2021-04-15,58,4.0
LUZ,2021-04-16,137,4.6
LUZ,2021-04-17,147,5.3
LUZ,2021-04-18,51,6.4
LUZ,2021-04-19,392,8.0
LUZ,2021-04-20,708,9.3
LUZ,2021-04-21,487,10.6
LUZ,2021-04-22,486,11.2
LUZ,2021-04-23,769,11.4
LUZ,2021-04-24,714,13.0
LUZ,2021-04-25,687,14.0
LUZ,2021-04-26,579,12.1
LUZ,2021-04-27,580,12.3
LUZ,2021-04-28,151,13.5
LUZ,2021-04-29,0,10.8
LUZ,2021-04-30,173,9.4
LUZ,2021-05-01,0,6.9
LUZ,2021-05-02,139,6.5
LUZ,2021-05-03,718,8.5
LUZ,2021-05-04,343,12.2
LUZ,2021-05-05,110,9.5
LUZ,2021-05-06,4,9.2
LUZ,2021-05-07,81,8.7
LUZ,2021-05-08,768,11.7
LUZ,2021-05-09,812,17.9
LUZ,2021-05-10,223,17.3
LUZ,2021-05-11,38,11.7
LUZ,2021-05-12,141,10.3
LUZ,2021-05-13,40,9.3
LUZ,2021-05-14,407,10.3
LUZ,2021-05-15,69,9.5
LUZ,2021-05-16,3,9.5
LUZ,2021-05-17,409,12.0
LUZ,2021-05-18,187,11.4
LUZ,2021-05-19,136,7.9
LUZ,2021-05-20,362,10.7
LUZ,2021-05-21,0,10.0
LUZ,2021-05-22,493,12.0
LUZ,2021-05-23,473,11.8
LUZ,2021-05-24,4,11.7
LUZ,2021-05-25,468,11.9
LUZ,2021-05-26,116,12.7
LUZ,2021-05-27,50,10.4
LUZ,2021-05-28,867,14.1
LUZ,2021-05-29,266,14.6
LUZ,2021-05-30,869,14.8
LUZ,2021-05-31,825,15.3
LUZ,2021-06-01,869,17.6
LUZ,2021-06-02,326,17.1
LUZ,2021-06-03,333,19.5
LUZ,2021-06-04,273,18.9
LUZ,2021-06-05,78,15.3
LUZ,2021-06-06,46,16.1
LUZ,2021-06-07,2,15.7
LUZ,2021-06-08,56,16.8
LUZ,2021-06-09,136,17.1
LUZ,2021-06-10,744,18.8
LUZ,2021-06-11,847,20.0
LUZ,2021-06-12,667,21.5
LUZ,2021-06-13,483,21.1
LUZ,2021-06-14,887,20.4
LUZ,2021-06-15,883,22.3
LUZ,2021-06-16,814,23.7
LUZ,2021-06-17,823,24.9
LUZ,2021-06-18,568,24.2
LUZ,2021-06-19,603,24.2
LUZ,2021-06-20,226,21.8
LUZ,2021-06-21,400,19.7
LUZ,2021-06-22,140,17.5
LUZ,2021-06-23,204,18.5
LUZ,2021-06-24,179,15.9
LUZ,2021-06-25,48,15.7
LUZ,2021-06-26,600,18.9
LUZ,2021-06-27,540,21.0
LUZ,2021-06-28,510,20.5
LUZ,2021-06-29,185,16.2
LUZ,2021-06-30,291,15.8
LUZ,2021-07-01,57,16.0
LUZ,2021-07-02,525,18.3
LUZ,2021-07-03,208,17.6
LUZ,2021-07-04,54,16.8
LUZ,2021-07-05,297,18.0
LUZ,2021-07-06,377,18.2
LUZ,2021-07-07,0,16.4
LUZ,2021-07-08,24,15.5
LUZ,2021-07-09,401,16.8
LUZ,2021-07-10,770,18.5
LUZ,2021-07-11,458,17.7
LUZ,2021-07-12,522,20.0
LUZ,2021-07-13,0,13.0
LUZ,2021-07-14,202,14.9
LUZ,2021-07-15,7,15.4
LUZ,2021-07-16,200,16.9
LUZ,2021-07-17,115,17.9
LUZ,2021-07-18,187,19.9
LUZ,2021-07-19,809,20.9
LUZ,2021-07-20,774,20.9
LUZ,2021-07-21,821,21.0
LUZ,2021-07-22,670,21.4
LUZ,2021-07-23,709,22.2
LUZ,2021-07-24,176,20.9
LUZ,2021-07-25,42,18.3
LUZ,2021-07-26,159,17.9
LUZ,2021-07-27,298,18.9
LUZ,2021-07-28,87,18.0
LUZ,2021-07-29,562,20.0
LUZ,2021-07-30,435,19.7
LUZ,2021-07-31,83,17.9
LUZ,2021-08-01,3,14.1
LUZ,2021-08-02,304,15.2
LUZ,2021-08-03,220,15.5
LUZ,2021-08-04,0,14.5
LUZ,2021-08-05,212,16.6
LUZ,2021-08-06,335,18.5
LUZ,2021-08-07,76,16.0
LUZ,2021-08-08,27,15.7
LUZ,2021-08-09,442,17.1
LUZ,2021-08-10,770,19.5
LUZ,2021-08-11,652,21.4
LUZ,2021-08-12,706,22.8
LUZ,2021-08-13,649,23.4
LUZ,2021-08-14,762,24.3
LUZ,2021-08-15,522,24.4
LUZ,2021-08-16,58,18.2
LUZ,2021-08-17,145,16.5
LUZ,2021-08-18,315,17.7
LUZ,2021-08-19,10,18.1
LUZ,2021-08-20,649,19.6
LUZ,2021-08-21,725,20.9
LUZ,2021-08-22,59,17.9
LUZ,2021-08-23,264,17.3
LUZ,2021-08-24,14,15.9
LUZ,2021-08-25,0,15.6
LUZ,2021-08-26,307,16.7
LUZ,2021-08-27,268,16.4
LUZ,2021-08-28,174,14.4
LUZ,2021-08-29,2,13.6
LUZ,2021-08-30,142,14.8
LUZ,2021-08-31,71,15.6
LUZ,2021-09-01,501,15.8
LUZ,2021-09-02,731,16.4
LUZ,2021-09-03,712,17.8
LUZ,2021-09-04,653,18.1
LUZ,2021-09-05,705,18.6
LUZ,2021-09-06,716,18.7
LUZ,2021-09-07,608,18.2
LUZ,2021-09-08,711,19.1
LUZ,2021-09-09,19,18.3
LUZ,2021-09-10,12,17.2
LUZ,2021-09-11,384,17.7
LUZ,2021-09-12,195,17.0
LUZ,2021-09-13,564,18.5
LUZ,2021-09-14,451,19.7
LUZ,2021-09-15,80,19.3
LUZ,2021-09-16,90,17.6
LUZ,2021-09-17,181,16.2
LUZ,2021-09-18,377,15.1
LUZ,2021-09-19,0,11.7
LUZ,2021-09-20,1,13.0
LUZ,2021-09-21,198,14.2
LUZ,2021-09-22,28,12.5
LUZ,2021-09-23,523,14.0
LUZ,2021-09-24,666,15.5
LUZ,2021-09-25,463,16.7
LUZ,2021-09-26,52,16.0
LUZ,2021-09-27,462,16.7
LUZ,2021-09-28,2,14.8
LUZ,2021-09-29,278,14.7
LUZ,2021-09-30,560,11.6
LUZ,2021-10-01,570,12.6
LUZ,2021-10-02,453,15.8
LUZ,2021-10-03,179,15.6
LUZ,2021-10-04,0,11.8
LUZ,2021-10-05,36,12.2
LUZ,2021-10-06,75,9.6
LUZ,2021-10-07,118,10.2
LUZ,2021-10-08,85,10.9
LUZ,2021-10-09,0,9.9
LUZ,2021-10-10,257,8.2
LUZ,2021-10-11,518,7.1
LUZ,2021-10-12,2,8.1
LUZ,2021-10-13,99,7.4
LUZ,2021-10-14,525,6.4
LUZ,2021-10-15,457,8.1
LUZ,2021-10-16,328,8.1
LUZ,2021-10-17,488,7.9
LUZ,2021-10-18,523,9.4
LUZ,2021-10-19,73,10.3
LUZ,2021-10-20,362,11.2
LUZ,2021-10-21,356,13.1
LUZ,2021-10-22,7,8.0
LUZ,2021-10-23,505,7.0
LUZ,2021-10-24,505,6.4
LUZ,2021-10-25,408,8.1
LUZ,2021-10-26,116,9.4
LUZ,2021-10-27,0,7.2
LUZ,2021-10-28,310,6.8
LUZ,2021-10-29,307,6.3
LUZ,2021-10-30,0,6.7
LUZ,2021-10-31,451,10.4
LUZ,2021-11-01,0,8.8
LUZ,2021-11-02,217,6.5
LUZ,2021-11-03,99,5.9
LUZ,2021-11-04,164,6.1
LUZ,2021-11-05,200,5.8
LUZ,2021-11-06,293,3.6
LUZ,2021-11-07,485,3.9
LUZ,2021-11-08,4,6.3
LUZ,2021-11-09,0,4.3
LUZ,2021-11-10,0,3.5
LUZ,2021-11-11,266,4.4
LUZ,2021-11-12,0,4.8
LUZ,2021-11-13,0,6.0
LUZ,2021-11-14,0,7.5
LUZ,2021-11-15,0,6.2
LUZ,2021-11-16,0,5.9
LUZ,2021-11-17,0,4.6
LUZ,2021-11-18,122,5.5
LUZ,2021-11-19,52,4.6
LUZ,2021-11-20,0,3.6
LUZ,2021-11-21,277,2.8
LUZ,2021-11-22,0,4.4
LUZ,2021-11-23,0,4.1
LUZ,2021-11-24,0,3.3
LUZ,2021-11-25,0,2.2
LUZ,2021-11-26,0,0.8
LUZ,2021-11-27,34,1.6
LUZ,2021-11-28,12,1.6
LUZ,2021-11-29,19,0.9
LUZ,2021-11-30,0,1.3
LUZ,2021-12-01,129,4.3
LUZ,2021-12-02,5,2.8
LUZ,2021-12-03,337,0.2
LUZ,2021-12-04,0,3.3
LUZ,2021-12-05,81,2.2
LUZ,2021-12-06,0,0.9
LUZ,2021-12-07,360,2.4
LUZ,2021-12-08,0,0.7
LUZ,2021-12-09,50,0.8
LUZ,2021-12-10,0,0.5
LUZ,2021-12-11,1,3.2
LUZ,2021-12-12,107,1.1
LUZ,2021-12-13,374,1.4
LUZ,2021-12-14,0,1.3
LUZ,2021-12-15,0,1.1
LUZ,2021-12-16,0,1.7
LUZ,2021-12-17,0,2.1
LUZ,2021-12-18,30,1.7
LUZ,2021-12-19,0,0.6
LUZ,2021-12-20,0,-0.2
LUZ,2021-12-21,0,0.0
LUZ,2021-12-22,0,-1.2
LUZ,2021-12-23,247,0.1
LUZ,2021-12-24,1,3.1
LUZ,2021-12-25,2,4.4
LUZ,2021-12-26,23,5.7
LUZ,2021-12-27,34,4.1
LUZ,2021-12-28,3,6.7
LUZ,2021-12-29,0,7.2
LUZ,2021-12-30,148,9.5
LUZ,2021-12-31,390,5.4
LUZ,2022-01-01,386,3.6
LUZ,2022-01-02,144,4.9
LUZ,2022-01-03,8,9.6
LUZ,2022-01-04,63,9.0
LUZ,2022-01-05,19,1.3
LUZ,2022-01-06,0,0.7
LUZ,2022-01-07,95,-0.2
LUZ,2022-01-08,10,2.7
LUZ,2022-01-09,68,3.3
LUZ,2022-01-10,4,1.6
LUZ,2022-01-11,225,1.5
LUZ,2022-01-12,180,-0.8
LUZ,2022-01-13,0,-2.4
LUZ,2022-01-14,318,-1.9
LUZ,2022-01-15,0,-1.3
LUZ,2022-01-16,32,-1.4
LUZ,2022-01-17,323,2.5
LUZ,2022-01-18,135,1.7
LUZ,2022-01-19,223,0.9
LUZ,2022-01-20,0,1.8
LUZ,2022-01-21,153,-0.1
LUZ,2022-01-22,143,-0.6
LUZ,2022-01-23,372,-0.7
LUZ,2022-01-24,0,0.7
LUZ,2022-01-25,175,-0.6
LUZ,2022-01-26,165,-1.4
LUZ,2022-01-27,313,-1.1
LUZ,2022-01-28,275,2.1
LUZ,2022-01-29,288,2.7
LUZ,2022-01-30,27,5.6
LUZ,2022-01-31,18,3.4
LUZ,2022-02-01,0,3.1
LUZ,2022-02-02,0,6.8
LUZ,2022-02-03,60,4.9
LUZ,2022-02-04,154,4.1
LUZ,2022-02-05,320,3.1
LUZ,2022-02-06,191,3.9
LUZ,2022-02-07,467,4.3
LUZ,2022-02-08,484,2.2
LUZ,2022-02-09,519,2.5
LUZ,2022-02-10,523,5.5
LUZ,2022-02-11,254,3.3
LUZ,2022-02-12,512,-0.1
LUZ,2022-02-13,538,2.2
LUZ,2022-02-14,146,4.2
LUZ,2022-02-15,14,3.8
LUZ,2022-02-16,0,3.6
LUZ,2022-02-17,213,13.0
LUZ,2022-02-18,150,9.4
LUZ,2022-02-19,137,5.7
LUZ,2022-02-20,330,7.0
LUZ,2022-02-21,119,6.8
LUZ,2022-02-22,153,7.1
LUZ,2022-02-23,317,7.3
LUZ,2022-02-24,295,7.0
LUZ,2022-02-25,217,3.4
LUZ,2022-02-26,171,2.6
LUZ,2022-02-27,432,0.7
LUZ,2022-02-28,589,1.8
LUZ,2022-03-01,568,1.9
LUZ,2022-03-02,445,4.1
LUZ,2022-03-03,598,5.7
LUZ,2022-03-04,607,3.7
LUZ,2022-03-05,612,1.8
LUZ,2022-03-06,540,1.1
LUZ,2022-03-07,540,1.3
LUZ,2022-03-08,578,0.9
LUZ,2022-03-09,629,3.6
LUZ,2022-03-10,627,4.7
LUZ,2022-03-11,459,5.8
LUZ,2022-03-12,604,8.0
LUZ,2022-03-13,606,8.5
LUZ,2022-03-14,625,9.5
LUZ,2022-03-15,0,8.2
LUZ,2022-03-16,70,10.0
LUZ,2022-03-17,229,10.5
LUZ,2022-03-18,0,8.5
LUZ,2022-03-19,55,7.4
LUZ,2022-03-20,664,7.5
LUZ,2022-03-21,561,8.2
LUZ,2022-03-22,679,8.1
LUZ,2022-03-23,682,8.7
LUZ,2022-03-24,685,9.6
LUZ,2022-03-25,679,10.6
LUZ,2022-03-26,678,10.8
LUZ,2022-03-27,694,10.7
LUZ,2022-03-28,660,11.4
LUZ,2022-03-29,327,12.3
LUZ,2022-03-30,59,10.3
LUZ,2022-03-31,17,7.3
LUZ,2022-04-01,0,2.0
LUZ,2022-04-02,0,0.1
LUZ,2022-04-03,31,1.0
LUZ,2022-04-04,414,3.1
LUZ,2022-04-05,47,7.5
LUZ,2022-04-06,265,10.4
LUZ,2022-04-07,98,11.8
LUZ,2022-04-08,102,13.2
LUZ,2022-04-09,250,5.1
LUZ,2022-04-10,436,5.9
LUZ,2022-04-11,630,8.6
LUZ,2022-04-12,551,12.2
LUZ,2022-04-13,684,15.2
LUZ,2022-04-14,705,16.0
LUZ,2022-04-15,315,15.7
LUZ,2022-04-16,180,10.8
LUZ,2022-04-17,623,9.2
LUZ,2022-04-18,764,9.6
LUZ,2022-04-19,748,11.7
LUZ,2022-04-20,662,11.5
LUZ,2022-04-21,724,11.5
LUZ,2022-04-22,682,11.8
LUZ,2022-04-23,76,11.6
LUZ,2022-04-24,0,9.3
LUZ,2022-04-25,6,9.8
LUZ,2022-04-26,109,8.8
LUZ,2022-04-27,469,11.3
LUZ,2022-04-28,788,12.3
LUZ,2022-04-29,635,13.7
LUZ,2022-04-30,278,10.7
LUZ,2022-05-01,259,10.3
LUZ,2022-05-02,737,12.7
LUZ,2022-05-03,204,13.6
LUZ,2022-05-04,184,13.3
LUZ,2022-05-05,0,11.2
LUZ,2022-05-06,0,11.8
LUZ,2022-05-07,38,12.8
LUZ,2022-05-08,17,13.4
LUZ,2022-05-09,391,15.6
LUZ,2022-05-10,631,17.5
LUZ,2022-05-11,784,19.9
LUZ,2022-05-12,532,20.1
LUZ,2022-05-13,179,17.9
LUZ,2022-05-14,478,18.9
LUZ,2022-05-15,788,19.2
LUZ,2022-05-16,273,18.7
LUZ,2022-05-17,811,19.8
LUZ,2022-05-18,813,20.9
LUZ,2022-05-19,389,19.6
LUZ,2022-05-20,734,23.5
LUZ,2022-05-21,355,19.8
LUZ,2022-05-22,360,19.3
LUZ,2022-05-23,256,19.1
LUZ,2022-05-24,0,13.8
LUZ,2022-05-25,249,15.4
LUZ,2022-05-26,448,17.1
LUZ,2022-05-27,628,17.6
LUZ,2022-05-28,146,15.5
LUZ,2022-05-29,278,12.8
LUZ,2022-05-30,754,13.7
LUZ,2022-05-31,152,14.7
LUZ,2022-06-01,168,15.1
LUZ,2022-06-02,366,18.3
LUZ,2022-06-03,419,18.5
LUZ,2022-06-04,640,21.4
LUZ,2022-06-05,125,17.9
LUZ,2022-06-06,216,18.1
LUZ,2022-06-07,167,15.9
LUZ,2022-06-08,437,15.5
LUZ,2022-06-09,278,13.6
LUZ,2022-06-10,730,16.1
LUZ,2022-06-11,885,18.9
LUZ,2022-06-12,838,21.6
LUZ,2022-06-13,275,18.9
LUZ,2022-06-14,872,19.7
LUZ,2022-06-15,547,22.3
LUZ,2022-06-16,263,23.2
LUZ,2022-06-17,733,22.7
LUZ,2022-06-18,833,24.7
LUZ,2022-06-19,761,27.1
LUZ,2022-06-20,642,25.9
LUZ,2022-06-21,585,23.9
LUZ,2022-06-22,218,20.2
LUZ,2022-06-23,623,21.0
LUZ,2022-06-24,132,16.7
LUZ,2022-06-25,832,19.7
LUZ,2022-06-26,685,21.6
LUZ,2022-06-27,42,18.6
LUZ,2022-06-28,40,16.8
LUZ,2022-06-29,560,20.2
LUZ,2022-06-30,454,20.2
LUZ,2022-07-01,36,14.8
